,state,customer_lifetime_value,education,gender,income,monthly_premium_auto,number_of_open_complaints,policy_type,total_claim_amount,vehicle_class,sales_channel,response
6089,arizona,6361.845408,high school or below,male,0,88,0.0,personal auto,110.527627,four-door car,branch,no
6090,nevada,5838.89915,high school or below,male,81082,73,0.0,personal auto,281.295903,four-door car,agent,yes
6092,arizona,6259.510365,master,female,37813,78,1.0,corporate auto,39.781368,four-door car,agent,no
6093,california,8382.630118,high school or below,male,19683,117,1.0,personal auto,561.6,sports car,web,yes
6094,oregon,3728.873486,master,male,83632,94,4.0,personal auto,216.839496,four-door car,agent,no
6095,arizona,5148.653203,college,male,51071,65,0.0,personal auto,312.0,two-door car,agent,no
6096,oregon,2491.257604,high school or below,female,25965,65,0.0,corporate auto,329.206567,four-door car,agent,yes
6097,washington,2396.192355,high school or below,female,39062,61,0.0,corporate auto,346.991025,two-door car,agent,no
6098,oregon,6672.127831,college,female,56830,83,0.0,personal auto,319.799712,two-door car,agent,no
6099,nevada,7341.794924,high school or below,female,27649,63,,personal auto,302.4,four-door car,web,no
6100,arizona,2913.493264,college,female,89672,72,0.0,personal auto,309.568636,four-door car,agent,no
6101,oregon,3460.66504,college,female,14262,90,0.0,personal auto,290.432527,four-door car,agent,no
6102,arizona,6838.767672,high school or below,male,15871,89,0.0,personal auto,427.2,four-door car,branch,no
6103,washington,2719.506996,college,female,14030,72,0.0,personal auto,345.6,two-door car,branch,yes
6104,nevada,9028.821403,high school or below,male,65974,113,,personal auto,235.220971,sports car,agent,no
6105,oregon,4708.203284,college,female,47829,117,1.0,personal auto,561.6,suv,call center,no
6106,california,9338.08481,bachelor,female,0,132,0.0,personal auto,950.4,suv,branch,no
6107,oregon,5638.046345,college,female,70492,70,0.0,personal auto,328.362698,two-door car,web,no
6108,arizona,8183.592208,bachelor,female,24345,106,,corporate auto,637.695945,four-door car,call center,no
6109,california,6239.257541,college,female,0,91,0.0,corporate auto,655.2,two-door car,agent,no
6110,oregon,9476.901955,high school or below,female,0,254,0.0,corporate auto,1828.8,luxury car,call center,no
6111,washington,2778.323903,master,female,66030,69,1.0,personal auto,282.153792,four-door car,web,no
6112,california,2774.799523,master,female,0,74,0.0,personal auto,355.2,four-door car,branch,no
6113,california,8474.634723,bachelor,male,58488,73,2.0,personal auto,350.4,four-door car,agent,no
6114,,4061.590219,bachelor,male,70129,103,1.0,personal auto,130.495798,four-door car,branch,
6115,california,6950.100195,high school or below,female,21687,88,0.0,personal auto,603.100479,four-door car,agent,no
6118,california,9199.388961,college,male,37399,116,0.0,personal auto,392.826082,four-door car,call center,no
6119,california,3460.12299,college,male,0,100,1.0,personal auto,720.0,suv,agent,no
6120,oregon,4855.773614,bachelor,female,24149,61,0.0,personal auto,292.8,four-door car,agent,no
6121,california,22448.68617,college,female,0,78,0.0,special auto,561.6,four-door car,agent,no
6122,california,5623.611187,college,female,31504,71,0.0,special auto,340.8,four-door car,branch,no
6123,california,2784.911238,high school or below,female,20814,72,0.0,personal auto,288.594641,,call center,no
6124,,7762.590564,college,female,23827,106,2.0,personal auto,37.910623,four-door car,agent,
6125,oregon,3269.013926,college,male,26140,84,1.0,personal auto,403.2,two-door car,branch,no
6126,oregon,4913.118904,college,female,48295,63,0.0,personal auto,290.301553,four-door car,branch,no
6127,washington,2050.623512,college,male,0,61,0.0,personal auto,292.8,four-door car,agent,no
6128,oregon,4369.041685,high school or below,female,26026,116,1.0,personal auto,283.670312,two-door car,agent,no
6129,oregon,2562.604728,high school or below,male,92038,65,2.0,personal auto,178.408186,two-door car,agent,no
6130,oregon,22951.892,college,male,62396,64,0.0,personal auto,307.2,four-door car,call center,no
6131,washington,2585.937023,bachelor,female,21603,68,2.0,personal auto,326.4,four-door car,branch,no
6132,nevada,11389.94398,bachelor,female,58187,95,0.0,personal auto,76.73348,two-door car,branch,no
6133,arizona,4055.399126,bachelor,male,0,121,0.0,personal auto,1215.970113,suv,call center,no
6134,arizona,4004.5513,college,male,0,107,,personal auto,513.6,four-door car,agent,no
6135,nevada,2883.165412,high school or below,female,37741,74,0.0,corporate auto,355.2,two-door car,web,no
6136,california,5746.05593,master,male,50798,72,0.0,personal auto,64.977867,four-door car,call center,no
6137,california,2578.270957,high school or below,male,34946,65,0.0,personal auto,420.35698,two-door car,call center,no
6138,california,6290.699249,bachelor,male,0,95,0.0,personal auto,684.0,,branch,no
6139,nevada,2162.417356,college,female,0,66,2.0,personal auto,316.8,two-door car,branch,no
6140,washington,5346.916576,master,female,10511,139,0.0,corporate auto,516.237951,suv,branch,no
6142,california,7980.304624,college,female,15630,115,1.0,personal auto,656.775467,suv,web,no
6144,california,2616.409509,bachelor,male,22000,69,0.0,personal auto,383.224514,two-door car,web,no
6145,oregon,4996.545123,high school or below,male,99761,63,0.0,corporate auto,452.246664,two-door car,branch,no
6146,oregon,3939.00637,bachelor,female,60021,99,0.0,special auto,882.871945,four-door car,agent,yes
6147,arizona,7757.128146,bachelor,male,0,111,0.0,corporate auto,607.4459,two-door car,branch,no
6148,oregon,6974.922464,high school or below,male,26514,91,0.0,personal auto,655.2,four-door car,agent,no
6149,california,5473.15987,bachelor,male,93870,69,,personal auto,331.2,four-door car,call center,no
6150,arizona,13023.9329,high school or below,female,64985,108,0.0,personal auto,16.425514,,web,no
6151,nevada,5762.472144,doctor,male,66156,72,0.0,personal auto,345.6,four-door car,web,no
6152,,2489.16729,high school or below,female,47888,64,1.0,personal auto,545.083116,four-door car,web,
6153,arizona,4048.16129,high school or below,female,92801,100,0.0,personal auto,407.045238,suv,web,no
6154,california,15262.95878,bachelor,male,80757,128,0.0,personal auto,339.73717,suv,agent,no
6155,california,4170.572119,bachelor,male,42837,106,0.0,personal auto,290.580543,suv,agent,no
6156,california,7434.270631,college,female,49057,63,0.0,personal auto,29.618152,two-door car,call center,no
6157,arizona,2694.599099,bachelor,female,26744,68,0.0,corporate auto,326.4,two-door car,agent,no
6158,california,3337.980868,master,male,60607,83,,corporate auto,379.583119,four-door car,web,no
6159,california,3963.40327,high school or below,male,38096,99,0.0,personal auto,475.2,two-door car,agent,no
6160,california,4660.006868,high school or below,male,0,67,0.0,personal auto,482.4,two-door car,web,no
6161,nevada,5230.092742,high school or below,male,32630,66,0.0,personal auto,202.961374,four-door car,call center,no
6162,california,5654.593045,bachelor,female,0,83,0.0,personal auto,597.6,four-door car,call center,no
6163,arizona,5073.282126,doctor,male,57709,125,0.0,personal auto,600.0,suv,branch,yes
6164,california,6950.100195,high school or below,female,21687,88,,personal auto,603.100479,four-door car,agent,no
6165,oregon,10058.74013,high school or below,male,0,92,0.0,personal auto,640.229108,two-door car,call center,no
6166,nevada,5015.009472,bachelor,female,48567,130,0.0,personal auto,624.0,suv,agent,yes
6167,oregon,8193.555045,bachelor,male,54950,103,0.0,corporate auto,480.578584,suv,web,no
6168,oregon,6269.136365,high school or below,female,0,89,1.0,special auto,942.277602,two-door car,call center,no
6170,oregon,2557.094323,college,male,0,73,0.0,corporate auto,525.6,four-door car,branch,no
6171,arizona,8207.777598,college,male,35349,102,,personal auto,489.6,four-door car,web,no
6172,nevada,3038.829992,college,female,75180,77,3.0,corporate auto,154.907769,four-door car,agent,no
6173,washington,8062.546117,college,male,42124,101,0.0,personal auto,484.8,suv,branch,no
6174,california,6358.251692,high school or below,male,0,94,2.0,personal auto,17.938979,four-door car,agent,no
6175,arizona,2810.464447,bachelor,male,26790,71,0.0,personal auto,340.8,two-door car,agent,yes
6176,california,7098.017093,bachelor,male,37511,185,2.0,personal auto,579.467191,luxury car,call center,no
6177,oregon,4558.592305,high school or below,male,0,62,0.0,corporate auto,446.4,four-door car,call center,no
6178,oregon,2659.70565,college,female,0,87,3.0,personal auto,420.041981,four-door car,agent,yes
6179,nevada,5507.063242,master,female,0,71,0.0,personal auto,340.8,four-door car,branch,no
6180,washington,2903.749709,master,female,0,77,0.0,personal auto,491.66348,four-door car,web,no
6181,arizona,9602.07966,college,female,0,94,0.0,personal auto,676.8,two-door car,branch,no
6182,arizona,7590.961288,high school or below,female,52823,95,0.0,personal auto,125.768818,two-door car,branch,no
6183,,3788.814643,high school or below,female,0,106,0.0,personal auto,763.2,,agent,
6184,california,14590.24583,college,female,46244,62,0.0,corporate auto,255.285875,four-door car,agent,no
6185,nevada,9031.214859,master,female,0,122,,personal auto,650.52179,sports car,branch,yes
6186,california,8278.786492,high school or below,female,0,110,0.0,personal auto,1002.782553,four-door car,agent,no
6187,oregon,14014.72129,college,male,54193,117,0.0,corporate auto,720.752945,suv,call center,no
6188,california,3443.301126,bachelor,male,16208,93,,personal auto,446.4,two-door car,call center,no
6189,oregon,5380.091626,master,male,0,74,0.0,personal auto,59.026302,four-door car,web,no
6190,nevada,14195.36028,bachelor,female,86355,118,0.0,personal auto,285.418473,sports car,agent,no
6191,oregon,11714.78278,college,male,21102,100,0.0,personal auto,480.0,suv,agent,no
6192,arizona,3239.124699,bachelor,female,16061,88,0.0,personal auto,633.6,four-door car,web,no
6193,arizona,3141.252909,college,male,43499,80,0.0,personal auto,529.490007,four-door car,call center,no
6194,oregon,11513.16291,bachelor,female,0,64,,personal auto,307.2,,web,no
6195,oregon,12097.91224,doctor,female,0,107,0.0,personal auto,271.014511,suv,branch,no
6196,california,5156.072651,high school or below,male,0,73,0.0,personal auto,807.947292,four-door car,branch,no
6197,california,6186.497831,college,female,88375,77,0.0,personal auto,0.42331,four-door car,agent,no
6198,california,7091.740512,high school or below,male,0,68,0.0,corporate auto,489.6,four-door car,agent,no
6199,oregon,2893.313855,bachelor,female,30406,73,0.0,personal auto,350.4,four-door car,web,no
6200,washington,2530.332,doctor,male,50577,63,0.0,personal auto,12.444326,two-door car,agent,no
6202,california,2538.62632,bachelor,male,18608,71,0.0,special auto,340.8,four-door car,web,yes
6203,oregon,4551.060479,high school or below,male,0,62,0.0,personal auto,446.4,two-door car,call center,no
6204,oregon,7516.786075,high school or below,female,0,106,0.0,personal auto,850.593038,suv,agent,no
6205,arizona,2470.441268,doctor,female,18661,62,0.0,personal auto,196.879475,two-door car,web,no
6207,california,4100.398533,college,female,47761,104,0.0,personal auto,541.282007,four-door car,branch,no
6208,nevada,2691.217074,doctor,female,82108,67,0.0,personal auto,52.804096,four-door car,web,no
6209,oregon,30718.8124,bachelor,female,90607,109,0.0,special auto,243.467617,suv,agent,no
6210,california,11093.71591,high school or below,male,78255,95,0.0,personal auto,456.0,four-door car,branch,no
6211,arizona,7371.58568,college,female,0,68,0.0,personal auto,425.137341,four-door car,agent,no
6212,california,10097.19837,high school or below,male,68997,63,0.0,personal auto,206.926432,four-door car,agent,no
6213,arizona,41143.09011,college,female,63624,115,2.0,personal auto,306.337632,suv,agent,no
6214,oregon,10507.50144,bachelor,male,76549,132,0.0,personal auto,616.349424,suv,agent,no
6215,nevada,9985.366015,college,male,36268,86,1.0,personal auto,531.164627,four-door car,agent,no
6216,california,4836.747754,bachelor,female,0,136,0.0,personal auto,979.2,suv,branch,no
6217,oregon,25464.82059,college,female,13663,97,0.0,personal auto,465.6,four-door car,branch,yes
6219,california,2866.824929,high school or below,female,87428,72,0.0,personal auto,224.483337,,agent,no
6220,washington,5267.848664,college,male,40818,66,0.0,personal auto,316.8,four-door car,call center,no
6222,washington,6837.536476,bachelor,female,90750,170,0.0,personal auto,746.0459,suv,agent,no
6223,california,8066.073765,high school or below,female,17950,71,2.0,special auto,340.8,two-door car,web,no
6224,,4429.193391,high school or below,female,20868,112,0.0,personal auto,537.6,suv,branch,
6225,oregon,7692.456014,college,male,0,105,0.0,personal auto,504.0,four-door car,web,no
6226,california,4118.588554,bachelor,female,69379,103,0.0,personal auto,494.4,,branch,yes
6227,oregon,14536.78759,bachelor,male,25805,66,2.0,personal auto,375.866091,four-door car,call center,no
6228,california,8166.512251,high school or below,male,0,82,0.0,personal auto,590.4,four-door car,web,no
6229,oregon,4372.490855,high school or below,female,23124,112,0.0,special auto,537.6,sports car,agent,no
6230,california,2551.314013,college,male,79452,65,0.0,corporate auto,187.683707,four-door car,call center,no
6231,california,4637.034667,bachelor,male,97017,115,1.0,personal auto,534.079032,two-door car,agent,no
6232,,6997.827397,college,female,56940,87,0.0,personal auto,512.66245,four-door car,web,
6233,california,2521.684392,bachelor,female,41247,64,0.0,personal auto,307.2,two-door car,web,no
6234,arizona,5417.744055,college,female,54898,69,0.0,corporate auto,176.242159,two-door car,call center,no
6235,oregon,7564.611951,bachelor,female,48381,63,0.0,personal auto,302.4,two-door car,agent,no
6236,california,2485.109896,bachelor,male,76608,62,0.0,personal auto,91.229768,four-door car,call center,no
6237,arizona,8779.090552,high school or below,male,54726,219,0.0,corporate auto,1051.2,luxury car,branch,no
6238,california,7083.642205,college,male,97024,177,0.0,personal auto,686.815162,suv,branch,no
6239,california,8632.783576,bachelor,female,96200,107,0.0,personal auto,513.6,two-door car,web,no
6240,oregon,4023.814439,bachelor,male,41833,103,,personal auto,643.826716,four-door car,branch,no
6242,california,2555.851671,high school or below,female,22881,65,0.0,personal auto,312.0,four-door car,call center,no
6243,california,5845.426201,bachelor,female,43145,73,,corporate auto,516.421124,two-door car,web,no
6244,,5971.313496,high school or below,male,52018,78,,personal auto,374.4,four-door car,agent,
6245,arizona,29328.04185,master,female,32006,94,0.0,corporate auto,56.868289,four-door car,call center,no
6246,oregon,2442.216651,high school or below,male,0,74,3.0,personal auto,532.8,four-door car,branch,no
6247,california,6898.455315,master,female,70950,171,0.0,personal auto,565.929394,sports car,call center,no
6248,,4061.997378,college,female,30061,104,0.0,special auto,499.2,sports car,web,
6249,arizona,6383.482152,college,female,67881,79,0.0,personal auto,391.039166,two-door car,branch,no
